town,page,url
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbb82235
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc04299
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc27577
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc45075
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc73796
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vba91416
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vbb41476
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vbb55334
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vbc03206
verviers,8,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vay56314
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbb14084
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc57723
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vba92392
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vba94874
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbb16012
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbb77316
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc30687
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc58406
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc61191
verviers,8,https://immovlan.be/en/detail/villa/for-sale/4802/heusy/vbb80381
