town,page,url
bruxelles,36,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vaz65240
bruxelles,36,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vaz65241
bruxelles,36,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vaz65242
bruxelles,36,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vaz65243
bruxelles,36,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vaz65244
bruxelles,36,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vaz65245
bruxelles,36,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vba24550
bruxelles,36,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vba24551
bruxelles,36,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vba24561
bruxelles,36,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vba31984
bruxelles,36,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vba26900
bruxelles,36,https://immovlan.be/en/detail/duplex/for-sale/1000/brussels/vba24557
bruxelles,36,https://immovlan.be/en/detail/duplex/for-sale/1000/brussels/vba24559
bruxelles,36,https://immovlan.be/en/detail/loft/for-sale/1000/brussels/vaz93094
bruxelles,36,https://immovlan.be/en/detail/master-house/for-sale/1020/laken/vaz88971
bruxelles,36,https://immovlan.be/en/detail/penthouse/for-sale/1000/brussels/vaz65246
bruxelles,36,https://immovlan.be/en/detail/penthouse/for-sale/1000/brussels/vaz65247
bruxelles,36,https://immovlan.be/en/detail/residence/for-sale/1000/brussels/rbi62517
bruxelles,36,https://immovlan.be/en/detail/studio/for-sale/1000/brussels/vba24552
bruxelles,36,https://immovlan.be/en/detail/studio/for-sale/1000/brussels/vba24554
